institution_id,country,country_code,name_canonical,name_display,institution_name_norm,legacy_ids,aliases
718,USA,US,Middlesex MSA,Middlesex MSA,middlesex msa,"[""713""]",[]
719,UK,GB,Middlesex University London,Middlesex University London,middlesex university london,"[""536""]",[]
720,Qatar,QA,MIE Pune University,MIE Pune University,mie pune university,"[""364""]",[]
721,Qatar,QA,MIE-SPPU,MIE-SPPU,mie sppu,"[""1582""]",[]
722,USA,US,Miftaah Institute,Miftaah Institute,miftaah institute,"[""879""]",[]
723,South Africa,ZA,Miles of smiles,Miles of smiles,miles of smiles,"[""1583""]",[]
724,UK,GB,Mini and Mama books,Mini and Mama books,mini and mama books,"[""614""]",[]
725,USA,US,MIST Carolina,MIST Carolina,mist carolina,"[""747""]",[]
726,Germany,DE,MJD eV,MJD eV,mjd ev,"[""1584""]",[]
727,South Africa,ZA,MOCHACHOS ROSEBANK,MOCHACHOS ROSEBANK,mochachos rosebank,"[""422""]",[]
728,USA,US,Modesty haven,Modesty haven,modesty haven,"[""1067""]",[]
729,South Africa,ZA,Moez Fusion,Moez Fusion,moez fusion,"[""457""]",[]
730,USA,US,Moka & Co,Moka & Co,moka co,"[""1029""]",[]
731,USA,US,Mokafe,Mokafe,mokafe,"[""1028""]",[]
732,USA,US,Molloy Muslim Student Association,Molloy Muslim Student Association,molloy muslim student association,"[""756""]",[]
733,USA,US,Monroe community college,Monroe community college,monroe community college,"[""743""]",[]
734,USA,US,Montclair State University Muslim Student Association,Montclair State University Muslim Student Association,montclair state university muslim student association,"[""768""]",[]
735,Canada,CA,MOSAIC UCalgary,MOSAIC UCalgary,mosaic ucalgary,"[""1095""]",[]
736,UK,GB,Moseley school,Moseley school,moseley school,"[""1585""]",[]
737,Canada,CA,Mosquée Al-Ansar,Mosquée Al-Ansar,mosqu e al ansar,"[""1586""]",[]
738,Canada,CA,Mosquée Tawuba,Mosquée Tawuba,mosqu e tawuba,"[""1096""]",[]
739,Canada,CA,Mount Allison University,Mount Allison University,mount allison university,"[""175""]",[]
740,USA,US,Mount Holyoke College MSA,Mount Holyoke College MSA,mount holyoke college msa,"[""1065""]",[]
741,Canada,CA,Mount Royal University MSA,Mount Royal University MSA,mount royal university msa,"[""1091""]",[]
742,Germany,DE,MS HEILBRONN,MS HEILBRONN,ms heilbronn,"[""1131""]",[]
743,USA,US,MSA - Colorado Fort Collins,MSA - Colorado Fort Collins,msa colorado fort collins,"[""1589""]",[]
744,USA,US,MSA - U of L Louisville,MSA - U of L Louisville,msa u of l louisville,"[""1588""]",[]
745,Canada,CA,MSA - University Laval,MSA - University Laval,msa university laval,"[""27""]",[]
746,USA,US,MSA - UT Austin,MSA - UT Austin,msa ut austin,"[""1726""]",[]
747,USA,US,MSA @UC San Diego,MSA @UC San Diego,msa uc san diego,"[""770""]",[]
748,Canada,CA,MSA at Bishop's university,MSA at Bishop's university,msa at bishop s university,"[""1313""]",[]
749,USA,US,MSA at Johnson & Wales University,MSA at Johnson & Wales University,msa at johnson wales university,"[""1590""]",[]
750,USA,US,MSA at Pitt,MSA at Pitt,msa at pitt,"[""727""]",[]
751,USA,US,MSA at UC Davis,MSA at UC Davis,msa at uc davis,"[""1018""]",[]
752,USA,US,MSA at University of Illinois Urbana-Champaign,MSA at University of Illinois Urbana-Champaign,msa at university of illinois urbana champaign,"[""1591""]",[]
753,USA,US,MSA at University of Texas at San Antonio,MSA at University of Texas at San Antonio,msa at university of texas at san antonio,"[""1592""]",[]
754,Canada,CA,MSA Campbell Collegiate,MSA Campbell Collegiate,msa campbell collegiate,"[""1593""]",[]
755,South Africa,ZA,MSA CPUT D6,MSA CPUT D6,msa cput d6,"[""377""]",[]
756,South Africa,ZA,MSA CPUT Mowbray,MSA CPUT Mowbray,msa cput mowbray,"[""417""]",[]
757,USA,US,MSA CSULB,MSA CSULB,msa csulb,"[""927""]",[]
758,South Africa,ZA,MSA DFC,MSA DFC,msa dfc,"[""1594""]",[]
759,Canada,CA,MSA John Abbott College,MSA John Abbott College,msa john abbott college,"[""25""]",[]
760,USA,US,MSA LSC,MSA LSC,msa lsc,"[""1255""]",[]
761,USA,US,MSA of Urban Assembly School for Leadership and Empowerment,MSA of Urban Assembly School for Leadership and Empowerment,msa of urban assembly school for leadership and empowerment,"[""840""]",[]
762,USA,US,MSA OSU,MSA OSU,msa osu,"[""716""]",[]
763,South Africa,ZA,MSA Tuks,MSA Tuks,msa tuks,"[""379""]",[]
764,South Africa,ZA,MSA Tygerberg,MSA Tygerberg,msa tygerberg,"[""415""]",[]
765,USA,US,MSA UCR,MSA UCR,msa ucr,"[""1025""]",[]
766,South Africa,ZA,MSA UCT,MSA UCT,msa uct,"[""1314""]",[]
767,South Africa,ZA,MSA UJ APK,MSA UJ APK,msa uj apk,"[""382""]",[]
768,Canada,CA,MSA University of Guelph,MSA University of Guelph,msa university of guelph,"[""1596""]",[]
769,Canada,CA,MSA UofA,MSA UofA,msa uofa,"[""36""]",[]
770,South Africa,ZA,MSA UWC,MSA UWC,msa uwc,"[""378""]",[]
771,Canada,CA,MSA Vanier College,MSA Vanier College,msa vanier college,"[""164""]",[]
772,South Africa,ZA,MSA-UJ,MSA-UJ,msa uj,"[""1598""]",[]
773,Germany,DE,MSG Heidelberg,MSG Heidelberg,msg heidelberg,"[""1315""]",[]
774,Germany,DE,MSG Uni Hohenheim,MSG Uni Hohenheim,msg uni hohenheim,"[""1599""]",[]
775,USA,US,MSU UCI,MSU UCI,msu uci,"[""1024""]",[]
776,USA,US,MSUMSA,MSUMSA,msumsa,"[""1600""]",[]
777,Germany,DE,MSV Karlsruhe e.V.,MSV Karlsruhe e.V.,msv karlsruhe e v,"[""209""]",[]
778,USA,US,Mt Sac,Mt Sac,mt sac,"[""1601""]",[]
779,Ireland,IE,MTU Kerry Islamic Society,MTU Kerry Islamic Society,mtu kerry islamic society,"[""1602""]",[]
780,Germany,DE,MUMM Muslime der UMM Mannheim,MUMM Muslime der UMM Mannheim,mumm muslime der umm mannheim,"[""1604""]",[]
781,Ireland,IE,Munster Technology University,Munster Technology University,munster technology university,"[""300""]",[]
782,Germany,DE,MUSA - Muslimische Studierende und Akademiker Trier,MUSA - Muslimische Studierende und Akademiker Trier,musa muslimische studierende und akademiker trier,"[""1146""]",[]
783,Germany,DE,MÜSIAD Berlin e.V.,MÜSIAD Berlin e.V.,m siad berlin e v,"[""1605""]",[]
784,USA,US,Muslim American Society of Queens,Muslim American Society of Queens,muslim american society of queens,"[""1606""]",[]
785,USA,US,Muslim Artists of North Carolina (MANC),Muslim Artists of North Carolina (MANC),muslim artists of north carolina manc,"[""915""]",[]
786,Canada,CA,Muslim Association of the University of Montreal,Muslim Association of the University of Montreal,muslim association of the university of montreal,"[""1077""]",[]
787,USA,US,Muslim Boxing Club,Muslim Boxing Club,muslim boxing club,"[""1316""]",[]
788,Canada,CA,Muslim Children's Aid Support and Services,Muslim Children's Aid Support and Services,muslim children s aid support and services,"[""1317""]",[]
789,Germany,DE,Muslim Community Leuphana,Muslim Community Leuphana,muslim community leuphana,"[""236""]",[]
790,Germany,DE,Muslim group Berlin-Brandenburg,Muslim group Berlin-Brandenburg,muslim group berlin brandenburg,"[""255""]",[]
791,Canada,CA,Muslim Medical Association of Canada University Laval Chapter,Muslim Medical Association of Canada University Laval Chapter,muslim medical association of canada university laval chapter,"[""148""]",[]
792,USA,US,Muslim Medical Association/Galveston Islamic Center,Muslim Medical Association/Galveston Islamic Center,muslim medical association galveston islamic center,"[""798""]",[]
793,Ireland,IE,Muslim National School,Muslim National School,muslim national school,"[""312""]",[]
794,UK,GB,Muslim Network Ocado,Muslim Network Ocado,muslim network ocado,"[""574""]",[]
795,Canada,CA,Muslim Student Advisory Committee (MSAC),Muslim Student Advisory Committee (MSAC),muslim student advisory committee msac,"[""1607""]",[]
796,USA,US,Muslim Student Association,Muslim Student Association,muslim student association,"[""833""]",[]
797,USA,US,Muslim Student Association,Muslim Student Association,muslim student association,"[""914""]",[]
798,USA,US,Muslim Student Association - California State University Long Beach,Muslim Student Association - California State University Long Beach,muslim student association california state university long beach,"[""1886""]",[]
799,Canada,CA,Muslim Student Association - Ontario Tech University,Muslim Student Association - Ontario Tech University,muslim student association ontario tech university,"[""1887""]",[]
800,South Africa,ZA,Muslim Student Association - Pietermaritzburg,Muslim Student Association - Pietermaritzburg,muslim student association pietermaritzburg,"[""1608""]",[]
801,USA,US,Muslim Student Association @ Southern Methodist University,Muslim Student Association @ Southern Methodist University,muslim student association southern methodist university,"[""1609""]",[]
802,USA,US,Muslim Student Association at Cal State San Marcos,Muslim Student Association at Cal State San Marcos,muslim student association at cal state san marcos,"[""1022""]",[]
803,USA,US,Muslim Student Association at Carnegie Mellon University,Muslim Student Association at Carnegie Mellon University,muslim student association at carnegie mellon university,"[""1610""]",[]
804,USA,US,Muslim Student Association at Louisiana State University,Muslim Student Association at Louisiana State University,muslim student association at louisiana state university,"[""1611""]",[]
805,USA,US,Muslim Student Association at University of Kentucky,Muslim Student Association at University of Kentucky,muslim student association at university of kentucky,"[""1612""]",[]
806,USA,US,Muslim Student Association at UVA,Muslim Student Association at UVA,muslim student association at uva,"[""1613""]",[]
807,Canada,CA,Muslim Student Association at UVic - Canada,Muslim Student Association at UVic - Canada,muslim student association at uvic canada,"[""133""]",[]
808,South Africa,ZA,Muslim Student Association at UVic - South Afrida,Muslim Student Association at UVic - South Afrida,muslim student association at uvic south afrida,"[""380""]",[]
809,USA,US,Muslim Student Association Midwood High School,Muslim Student Association Midwood High School,muslim student association midwood high school,"[""824""]",[]
810,USA,US,Muslim Student Association of Central Michigan University,Muslim Student Association of Central Michigan University,muslim student association of central michigan university,"[""1614""]",[]
811,Canada,CA,Muslim Student Association of Concordia University,Muslim Student Association of Concordia University,muslim student association of concordia university,"[""41""]",[]
812,USA,US,Muslim Student Association of Guilford,Muslim Student Association of Guilford,muslim student association of guilford,"[""758""]",[]
813,South Africa,ZA,Muslim student association Potchefstroom,Muslim student association Potchefstroom,muslim student association potchefstroom,"[""1615""]",[]
814,USA,US,"Muslim Student Association University of California, Riverside","Muslim Student Association University of California, Riverside",muslim student association university of california riverside,"[""1616""]",[]
815,Canada,CA,Muslim Student Assosiation (MSA) of Concordia University,Muslim Student Assosiation (MSA) of Concordia University,muslim student assosiation msa of concordia university,"[""1617""]",[]
816,USA,US,Muslim Student Union at the University of Southern California,Muslim Student Union at the University of Southern California,muslim student union at the university of southern california,"[""1618""]",[]
817,USA,US,Muslim Student's Association at Arizona State University,Muslim Student's Association at Arizona State University,muslim student s association at arizona state university,"[""1619""]",[]
818,Canada,CA,Muslim student’s association Sheridan college,Muslim student’s association Sheridan college,muslim student s association sheridan college,"[""1620""]",[]
819,Canada,CA,Muslim Students Association at SAIT,Muslim Students Association at SAIT,muslim students association at sait,"[""47""]",[]
820,Canada,CA,Muslim Students Association of the University of Calgary,Muslim Students Association of the University of Calgary,muslim students association of the university of calgary,"[""2""]",[]
821,South Africa,ZA,Muslim Students Association of the University of Calgary,Muslim Students Association of the University of Calgary,muslim students association of the university of calgary,"[""381""]",[]
822,Canada,CA,Muslim Students Association of Thom Collegiate,Muslim Students Association of Thom Collegiate,muslim students association of thom collegiate,"[""147""]",[]
823,South Africa,ZA,Muslim Students Association UWC MSA,Muslim Students Association UWC MSA,muslim students association uwc msa,"[""1621""]",[]
824,Canada,CA,Muslim Students Club - UFV,Muslim Students Club - UFV,muslim students club ufv,"[""1318""]",[]
825,Germany,DE,Muslim Students of Charité,Muslim Students of Charité,muslim students of charit,"[""1319""]",[]
826,Canada,CA,Muslim Students Organization at Macewan University,Muslim Students Organization at Macewan University,muslim students organization at macewan university,"[""1622""]",[]
827,Canada,CA,Muslim Students’ Association,Muslim Students’ Association,muslim students association,"[""1623""]",[]
828,Canada,CA,Muslim Students’ Association at SAIT,Muslim Students’ Association at SAIT,muslim students association at sait,"[""1624""]",[]
829,USA,US,Muslim Students' Association at WVU,Muslim Students' Association at WVU,muslim students association at wvu,"[""1625""]",[]
830,Canada,CA,Muslim Students’ Association of the University of Calgary,Muslim Students’ Association of the University of Calgary,muslim students association of the university of calgary,"[""1626""]",[]
831,Canada,CA,"Muslim Students’ Association, Wilfrid Laurier University","Muslim Students’ Association, Wilfrid Laurier University",muslim students association wilfrid laurier university,"[""1627""]",[]
832,UK,GB,Muslim Union (UOG),Muslim Union (UOG),muslim union uog,"[""1628""]",[]
833,UK,GB,"Muslim welfare house ,Assunnah Centre","Muslim welfare house ,Assunnah Centre",muslim welfare house assunnah centre,"[""1629""]",[]
834,USA,US,Muslim Youth of Rhode Island (MYRI),Muslim Youth of Rhode Island (MYRI),muslim youth of rhode island myri,"[""1630""]",[]
835,USA,US,Muslim Youth of San Diego,Muslim Youth of San Diego,muslim youth of san diego,"[""1272""]",[]
836,UK,GB,Muslim Youth Professionals,Muslim Youth Professionals,muslim youth professionals,"[""1207""]",[]
837,Canada,CA,Muslimah Empowered Chapter,Muslimah Empowered Chapter,muslimah empowered chapter,"[""144""]",[]
838,Canada,CA,Muslimah in Sports Society UCalgary,Muslimah in Sports Society UCalgary,muslimah in sports society ucalgary,"[""26""]",[]
839,Germany,DE,Muslimische Hochschulgruppe UIm,Muslimische Hochschulgruppe UIm,muslimische hochschulgruppe uim,"[""1132""]",[]
840,Germany,DE,Muslimische Hochschulgruppe Ulm,Muslimische Hochschulgruppe Ulm,muslimische hochschulgruppe ulm,"[""1132""]",[]
841,Germany,DE,Muslimische Jugend Berlin,Muslimische Jugend Berlin,muslimische jugend berlin,"[""1143""]",[]
842,Germany,DE,Muslimische Jugend Hannover,Muslimische Jugend Hannover,muslimische jugend hannover,"[""1320""]",[]
843,Germany,DE,Muslimische Medizinstudierende Homburg,Muslimische Medizinstudierende Homburg,muslimische medizinstudierende homburg,"[""1152""]",[]
844,Germany,DE,Muslimische Studierenden Gruppe Freiburg,Muslimische Studierenden Gruppe Freiburg,muslimische studierenden gruppe freiburg,"[""218""]",[]
845,Germany,DE,Muslimischer Hochschulbund Bremen,Muslimischer Hochschulbund Bremen,muslimischer hochschulbund bremen,"[""278""]",[]
846,Germany,DE,Muslimischer Studentenverein Karlsruhe e.V.,Muslimischer Studentenverein Karlsruhe e.V.,muslimischer studentenverein karlsruhe e v,"[""1632""]",[]
847,UK,GB,Muslims Community @ Capgemini (employee led),Muslims Community @ Capgemini (employee led),muslims community capgemini employee led,"[""1633""]",[]
848,USA,US,Muslims Students Association - Clemson,Muslims Students Association - Clemson,muslims students association clemson,"[""1634""]",[]
849,UK,GB,Muslims@Capgemini,Muslims@Capgemini,muslims capgemini,"[""493""]",[]
850,Malaysia,MY,MyCorps Alumni,MyCorps Alumni,mycorps alumni,"[""319""]",[]
851,USA,US,NABIC,NABIC,nabic,"[""1042""]",[]
852,South Africa,ZA,Nadeem Razaak Attorneys,Nadeem Razaak Attorneys,nadeem razaak attorneys,"[""458""]",[]
853,UK,GB,Napier Islamic Association,Napier Islamic Association,napier islamic association,"[""1635""]",[]
854,South Africa,ZA,Naseerah mia,Naseerah mia,naseerah mia,"[""449""]",[]
855,Germany,DE,Nasiha,Nasiha,nasiha,"[""1133""]",[]
856,UK,GB,NatWest Group,NatWest Group,natwest group,"[""516""]",[]
857,USA,US,Nazareth University,Nazareth University,nazareth university,"[""1002""]",[]
858,South Africa,ZA,Nb Hassim Family,Nb Hassim Family,nb hassim family,"[""467""]",[]
859,USA,US,NEIU MSA,NEIU MSA,neiu msa,"[""937""]",[]
860,Canada,CA,Nelson Mandela High School MYC,Nelson Mandela High School MYC,nelson mandela high school myc,"[""1636""]",[]
861,Canada,CA,New Doors for Newcomers,New Doors for Newcomers,new doors for newcomers,"[""48""]",[]
862,USA,US,New Jersey city university,New Jersey city university,new jersey city university,"[""1637""]",[]
863,USA,US,New York City College of Technology MSA,New York City College of Technology MSA,new york city college of technology msa,"[""888""]",[]
864,USA,US,New York Institute of Technology,New York Institute of Technology,new york institute of technology,"[""1220""]",[]
865,USA,US,New York Institute of Technology - Glen Head,New York Institute of Technology - Glen Head,new york institute of technology glen head,"[""661""]",[]
866,USA,US,New York Institute of Technology - Manhattan,New York Institute of Technology - Manhattan,new york institute of technology manhattan,"[""670""]",[]
867,USA,US,New York University,New York University,new york university,"[""704""]",[]
868,UK,GB,Newcastle University,Newcastle University,newcastle university,"[""527""]",[]
869,Canada,CA,NJ’s Kitchen,NJ’s Kitchen,nj s kitchen,"[""156""]",[]
870,USA,US,NJIT MSA,NJIT MSA,njit msa,"[""934""]",[]
871,UK,GB,Noor Nursery Books,Noor Nursery Books,noor nursery books,"[""615""]",[]
872,UK,GB,North Barnet ISOC,North Barnet ISOC,north barnet isoc,"[""606""]",[]
873,USA,US,North Carolina State University,North Carolina State University,north carolina state university,"[""1251""]",[]
874,UK,GB,North Cestrian,North Cestrian,north cestrian,"[""605""]",[]
875,Canada,CA,North Trail High School MYC,North Trail High School MYC,north trail high school myc,"[""1640""]",[]
876,Canada,CA,North Trail Muslim Youth Club,North Trail Muslim Youth Club,north trail muslim youth club,"[""134""]",[]
877,UK,GB,Northampton Islamic Society,Northampton Islamic Society,northampton islamic society,"[""1641""]",[]
878,USA,US,Northeastern Illinois University MSA,Northeastern Illinois University MSA,northeastern illinois university msa,"[""1642""]",[]
879,USA,US,Northeastern University,Northeastern University,northeastern university,"[""1643""]",[]
880,USA,US,Northern Virginia Community College - Annandale Campus,Northern Virginia Community College - Annandale Campus,northern virginia community college annandale campus,"[""1644""]",[]
881,USA,US,Northern Virginia Community College - Herndon,Northern Virginia Community College - Herndon,northern virginia community college herndon,"[""1888""]",[]
882,USA,US,Northern Virginia Community College Loudon MSA,Northern Virginia Community College Loudon MSA,northern virginia community college loudon msa,"[""719""]",[]
883,Qatar,QA,Northumbria Qatar,Northumbria Qatar,northumbria qatar,"[""1645""]",[]
884,UK,GB,Northumbria University ISOC,Northumbria University ISOC,northumbria university isoc,"[""1646""]",[]
885,UK,GB,Northumbria University Newcastle,Northumbria University Newcastle,northumbria university newcastle,"[""639""]",[]
886,Qatar,QA,Northwestern University Qatar,Northwestern University Qatar,northwestern university qatar,"[""368""]",[]
887,UK,GB,Notre Dame High School Glasgow,Notre Dame High School Glasgow,notre dame high school glasgow,"[""1649""]",[]
888,USA,US,Nova High School MSA,Nova High School MSA,nova high school msa,"[""898""]",[]
889,USA,US,NOVA MSA - Manassas Campus,NOVA MSA - Manassas Campus,nova msa manassas campus,"[""1001""]",[]
890,USA,US,NoVA Sisters Network,NoVA Sisters Network,nova sisters network,"[""1267""]",[]
891,USA,US,Nova Southeatern University,Nova Southeatern University,nova southeatern university,"[""1651""]",[]
892,USA,US,NSU MSA,NSU MSA,nsu msa,"[""751""]",[]
893,Germany,DE,NSV e.V. (women),NSV e.V. (women),nsv e v women,"[""1652""]",[]
894,UK,GB,NTU Islamic society,NTU Islamic society,ntu islamic society,"[""1653""]",[]
895,USA,US,Nueces Mosque,Nueces Mosque,nueces mosque,"[""1254""]",[]
896,USA,US,NVCC Annandale MSA,NVCC Annandale MSA,nvcc annandale msa,"[""968""]",[]
897,USA,US,NY Cricketers,NY Cricketers,ny cricketers,"[""1007""]",[]
898,USA,US,NYITCOM MSA,NYITCOM MSA,nyitcom msa,"[""681""]",[]
899,USA,US,NYU MSA,NYU MSA,nyu msa,"[""1655""]",[]
900,USA,US,NYUCD MDA,NYUCD MDA,nyucd mda,"[""697""]",[]
901,Canada,CA,OCAD,OCAD,ocad,"[""1656""]",[]
902,USA,US,OCC MSA,OCC MSA,occ msa,"[""1033""]",[]
903,UK,GB,Octopus Energy Muslim Network (Employee Led),Octopus Energy Muslim Network (Employee Led),octopus energy muslim network employee led,"[""580""]",[]
904,Germany,DE,OG Paderborn,OG Paderborn,og paderborn,"[""263""]",[]
905,USA,US,Ohio State University Muslim Student Association,Ohio State University Muslim Student Association,ohio state university muslim student association,"[""1657""]",[]
906,USA,US,Oklahoma state university,Oklahoma state university,oklahoma state university,"[""1016""]",[]
907,Canada,CA,Ontario Tech University,Ontario Tech University,ontario tech university,"[""179""]",[]
908,USA,US,Orange coast college,Orange coast college,orange coast college,"[""1658""]",[]
909,Qatar,QA,Oryx Universal College in partnership with Liverpool John Moores University,Oryx Universal College in partnership with Liverpool John Moores University,oryx universal college in partnership with liverpool john moores university,"[""354""]",[]
910,Germany,DE,Our Sisterhood Germany,Our Sisterhood Germany,our sisterhood germany,"[""242""]",[]
911,UK,GB,Oxford Brookes University,Oxford Brookes University,oxford brookes university,"[""1322""]",[]
912,South Africa,ZA,Paarl Muslim jamaah,Paarl Muslim jamaah,paarl muslim jamaah,"[""408""]",[]
913,USA,US,Pace University,Pace University,pace university,"[""1229""]",[]
914,Germany,DE,Pädagogische Hochschule Ludwigsburg,Pädagogische Hochschule Ludwigsburg,p dagogische hochschule ludwigsburg,"[""282""]",[]
915,UK,GB,Pakistan Society - Bradford,Pakistan Society - Bradford,pakistan society bradford,"[""1659""]",[]
916,USA,US,Pakistan Student Association - Denton,Pakistan Student Association - Denton,pakistan student association denton,"[""1660""]",[]
917,Canada,CA,Pakistani Students Association - University of Alberta,Pakistani Students Association - University of Alberta,pakistani students association university of alberta,"[""178""]",[]
918,Germany,DE,Pakistani Students Association Bonn,Pakistani Students Association Bonn,pakistani students association bonn,"[""267""]",[]
919,Canada,CA,Pakistani Students Society at University of Calgary,Pakistani Students Society at University of Calgary,pakistani students society at university of calgary,"[""99""]",[]
920,Canada,CA,Pakistani Students' Association - MUN,Pakistani Students' Association - MUN,pakistani students association mun,"[""140""]",[]
921,Canada,CA,Palestine Advocacy Club SAIT,Palestine Advocacy Club SAIT,palestine advocacy club sait,"[""50""]",[]
922,South Africa,ZA,Park Fashions,Park Fashions,park fashions,"[""454""]",[]
923,USA,US,pembroke pines charter west middle,pembroke pines charter west middle,pembroke pines charter west middle,"[""1661""]",[]
924,USA,US,Penn State College of Medicine,Penn State College of Medicine,penn state college of medicine,"[""1247""]",[]
925,Germany,DE,Peonia Arts,Peonia Arts,peonia arts,"[""1154""]",[]
926,Malaysia,MY,Persatuan Belia Harmoni Universiti Kebangsaan Malaysia,Persatuan Belia Harmoni Universiti Kebangsaan Malaysia,persatuan belia harmoni universiti kebangsaan malaysia,"[""323""]",[]
927,Malaysia,MY,Persatuan Luncur Udara Malaysia,Persatuan Luncur Udara Malaysia,persatuan luncur udara malaysia,"[""1165""]",[]
928,Malaysia,MY,Persatuan Mahasiswa ICEPS Melaka,Persatuan Mahasiswa ICEPS Melaka,persatuan mahasiswa iceps melaka,"[""315""]",[]
929,USA,US,PESH MSA,PESH MSA,pesh msa,"[""899""]",[]
930,USA,US,Pillars Preparatory Academy,Pillars Preparatory Academy,pillars preparatory academy,"[""1239""]",[]
931,Canada,CA,Pioneer youth program,Pioneer youth program,pioneer youth program,"[""10""]",[]
932,USA,US,Plano East Senior High Muslim Student Association,Plano East Senior High Muslim Student Association,plano east senior high muslim student association,"[""1662""]",[]
933,UK,GB,Plymouth ISOC,Plymouth ISOC,plymouth isoc,"[""1663""]",[]
934,Qatar,QA,Podar Pearl School,Podar Pearl School,podar pearl school,"[""355""]",[]
935,USA,US,Pompano Beach High School,Pompano Beach High School,pompano beach high school,"[""1665""]",[]
936,UK,GB,Portsmouth University,Portsmouth University,portsmouth university,"[""1197""]",[]
937,South Africa,ZA,Potchefstroom Islamic Academy,Potchefstroom Islamic Academy,potchefstroom islamic academy,"[""420""]",[]
938,USA,US,Potomac Falls High School MSA,Potomac Falls High School MSA,potomac falls high school msa,"[""1666""]",[]
939,UK,GB,PricewaterhouseCoopers,PricewaterhouseCoopers,pricewaterhousecoopers,"[""1667""]",[]
940,UK,GB,Prince Albert School,Prince Albert School,prince albert school,"[""556""]",[]
941,USA,US,Princeton University MSA,Princeton University MSA,princeton university msa,"[""924""]",[]
942,Malaysia,MY,PUSPANITA CAWANGAN KEMENTERIAN PENDIDIKAN MALAYSIA,PUSPANITA CAWANGAN KEMENTERIAN PENDIDIKAN MALAYSIA,puspanita cawangan kementerian pendidikan malaysia,"[""330""]",[]
943,USA,US,Qalam Institute,Qalam Institute,qalam institute,"[""1669""]",[]
944,South Africa,ZA,Qalbun Saleem (QS) Modest,Qalbun Saleem (QS) Modest,qalbun saleem qs modest,"[""413""]",[]
945,Qatar,QA,Qatar Academy for Science and Technology,Qatar Academy for Science and Technology,qatar academy for science and technology,"[""374""]",[]
946,Qatar,QA,Qatar International School,Qatar International School,qatar international school,"[""1171""]",[]
947,Qatar,QA,Qatar University,Qatar University,qatar university,"[""1168""]",[]
948,Germany,DE,Qendra Islame Shqiptare Stuttgart,Qendra Islame Shqiptare Stuttgart,qendra islame shqiptare stuttgart,"[""1671""]",[]
949,Canada,CA,Queen Elizabeth Secondary School,Queen Elizabeth Secondary School,queen elizabeth secondary school,"[""17""]",[]
950,UK,GB,Queen Elizabeth's School,Queen Elizabeth's School,queen elizabeth s school,"[""608""]",[]
951,UK,GB,Queen Margaret University,Queen Margaret University,queen margaret university,"[""1201""]",[]
952,UK,GB,Queen Mary University of London,Queen Mary University of London,queen mary university of london,"[""1672""]",[]
953,UK,GB,Queen Mary University of London and Barts and The London School of Medicine and Dentistry,Queen Mary University of London and Barts and The London School of Medicine and Dentistry,queen mary university of london and barts and the london school of medicine and dentistry,"[""505""]",[]
954,Canada,CA,Queen’s university,Queen’s university,queen s university,"[""1673""]",[]
955,UK,GB,Queen's University Belfast Islamic Society,Queen's University Belfast Islamic Society,queen s university belfast islamic society,"[""1674""]",[]
956,USA,US,Queens High School for the Sciences at York College,Queens High School for the Sciences at York College,queens high school for the sciences at york college,"[""1675""]",[]
957,Canada,CA,Queens University Belfast - IR,Queens University Belfast - IR,queens university belfast ir,"[""31""]",[]
958,UK,GB,Queens University Belfast - Ireland,Queens University Belfast - Ireland,queens university belfast ireland,"[""588""]",[]
959,Canada,CA,Queens University Belfast - MSA,Queens University Belfast - MSA,queens university belfast msa,"[""51""]",[]
960,USA,US,Queens University of Charlotte,Queens University of Charlotte,queens university of charlotte,"[""1676""]",[]
961,USA,US,Queens University of North Carolina MSA,Queens University of North Carolina MSA,queens university of north carolina msa,"[""876""]",[]
962,USA,US,Queensborough,Queensborough,queensborough,"[""1677""]",[]
963,South Africa,ZA,QuloobUnNur,QuloobUnNur,quloobunnur,"[""383""]",[]
964,USA,US,Rafeek Mohamed,Rafeek Mohamed,rafeek mohamed,"[""1031""]",[]
965,USA,US,Razján,Razján,razj n,"[""1323""]",[]
966,USA,US,RCC MSA,RCC MSA,rcc msa,"[""709""]",[]
967,Ireland,IE,RCSI,RCSI,rcsi,"[""1678""]",[]
968,Canada,CA,Reach For Change,Reach For Change,reach for change,"[""130""]",[]
969,USA,US,Relay Islam,Relay Islam,relay islam,"[""919""]",[]
970,USA,US,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,rensselaer polytechnic institute,"[""1679""]",[]
971,USA,US,Rhode Island College,Rhode Island College,rhode island college,"[""1680""]",[]
972,USA,US,Rice University,Rice University,rice university,"[""1681""]",[]
973,USA,US,Richardson High School MSA,Richardson High School MSA,richardson high school msa,"[""1682""]",[]
974,USA,US,Richland MSA,Richland MSA,richland msa,"[""1324""]",[]
975,USA,US,Rimaya Archery,Rimaya Archery,rimaya archery,"[""949""]",[]
976,USA,US,Riseupforsudan,Riseupforsudan,riseupforsudan,"[""1047""]",[]
977,USA,US,Riverside City College,Riverside City College,riverside city college,"[""1683""]",[]
978,UK,GB,Robert Gordon University,Robert Gordon University,robert gordon university,"[""585""]",[]
979,Canada,CA,Robert Thirsk High School MYC,Robert Thirsk High School MYC,robert thirsk high school myc,"[""1684""]",[]
980,USA,US,Rochester Institute of Technology MSA,Rochester Institute of Technology MSA,rochester institute of technology msa,"[""673""]",[]
